Penstemon-smallii,Small's beardtongue,,Pyrrhia-cilisca,American Bordered Sallow,https://upload.wikimedia.org/wikipedia/commons/2/26/Pyrrhia_cilisca1.jpg,Elaphria-chalcedonia,Chalcedony Midget,https://live.staticflickr.com/3923/14646926585_9e87d939ba_b.jpg,
Monarda-didyma,Scarlet beebalm,,Eosphoropteryx-thyatyroides,Pink Patched Looper Moth,https://upload.wikimedia.org/wikipedia/commons/8/8f/Eosphoropteryx_thyatyroides.jpg,Crambidea,Pyrausta Generose,https://live.staticflickr.com/591/21618463298_4ed3e5089a_b.jpg,
Monarda-punctata,Spotted beebalm,,Pyrausta-orphisalis,Orange Mint Moth,https://live.staticflickr.com/8842/29416625476_221b027a78_b.jpg,Lintneria-eremitus,Hermit Sphinx,https://live.staticflickr.com/4256/35064684844_baa30741c0_b.jpg,
Penstemon-calycosus,Longsepal beardtongue,,Euphydryas-phaeton,The Baltimore,https://live.staticflickr.com/7559/27732575521_c7aacae951_b.jpg,Junonia-coenia,Common Buckeye,https://live.staticflickr.com/2850/11021545753_7fe32786f2_b.jpg,
Prosartes-lanuginosa,Yellow fairybells,,Sphinx-gordius,Apple Sphinx,https://live.staticflickr.com/521/19981375299_23b1a6aebb_b.jpg,Clepsis-melaleucana,Black Patched Clepsis Moth,https://live.staticflickr.com/3057/2573436834_10458eea9b.jpg,https://live.staticflickr.com/3057/2573436834_10458eea9b.jpg
Leucothoe-fontanesiana,Highland doghobble,,Catocala-gracilis,Graceful Underwing,https://live.staticflickr.com/65535/48474660322_a5cd4b4481_b.jpg,Lithophane-viridipallens,Pale Green Pinion,https://upload.wikimedia.org/wikipedia/commons/f/f9/Lithophane_viridipallens_CSU_ENT1144997.jpg,
Physostegia-virginiana,Obedient plant,,Hyalophora-cecropia,Cecropia Silkmoth,https://live.staticflickr.com/3153/2632059964_09bd6218ca_b.jpg,Clepsis-clemensiana,Clemens' Clepsis Moth,https://live.staticflickr.com/7581/16040380519_ac75362a3d.jpg,
Silphium-mohrii,Mohr's rosinweed,,Elophila-obliteralis,Waterlily Leafcutter Moth,https://live.staticflickr.com/3891/14346945562_a237059008_b.jpg,Pyrrhia-cilisca,American Bordered Sallow,https://upload.wikimedia.org/wikipedia/commons/2/26/Pyrrhia_cilisca1.jpg,
Osmundastrum-cinnamomeum,Cinnamon fern,,Papaipema-speciosissima,Osmunda Border,https://live.staticflickr.com/3566/3326737702_6e40e023c5.jpg,Fagitana-littera,Marsh Fern Moth,https://live.staticflickr.com/2220/2521862196_e9cfa71bd0_b.jpg,
Phlox-divaricata,Wild blue phlox,,Heliothis-phloxiphaga,Spotted Straw Sun Moth,https://live.staticflickr.com/8660/16037648770_723b491be7.jpg,Idia-aemula,Common Idia,https://live.staticflickr.com/7368/14140578385_7be6d6e094_b.jpg,
Sedum-ternatum,Woodland stonecrop,,Archips-purpurana,Omnivorous Leafroller Moth,https://live.staticflickr.com/7155/6460343835_2ac71f28e7.jpg,Euptoieta-claudia,Variegated Fritillary,https://live.staticflickr.com/3933/15439177732_eaeda030b0_b.jpg,
Phlox-stolonifera,Creeping phlox,,Pyrrhia-exprimens,Purple Lined Sallow,https://live.staticflickr.com/8148/7576106658_a56161bed6_b.jpg,Melanchra-adjuncta,Hitched Arches,https://live.staticflickr.com/3490/3815592403_422404289b_b.jpg,
Phlox-subulata,Moss phlox,,Helicoverpa-zea,Corn Earworm Moth,https://live.staticflickr.com/3864/14609135305_239595cb06_b.jpg,Papaipema-nebris,Stalk Border,https://live.staticflickr.com/3899/15065997395_f65fe5df67_b.jpg,
Schizachyrium-scoparium,Little bluestem,,Hesperia-metea,Cobweb Skipper,https://live.staticflickr.com/3263/2708012595_189c395867_b.jpg,Polites-origenes,Crossline Skipper,https://live.staticflickr.com/888/27324756738_78586de9aa_b.jpg,
Pieris-floribunda,Mountain fetterbush,,Thorybes-bathyllus,Southern Cloudywing,https://live.staticflickr.com/1826/43249816192_12fa7f3b2a_b.jpg,Ethmia-zelleriella,Zeller's Concealer Moth,https://live.staticflickr.com/8652/15872162998_46e69a4854.jpg,https://live.staticflickr.com/8652/15872162998_46e69a4854.jpg
Galax-urceolata,Beetleweed,,Clepsis-melaleucana,Black Patched Clepsis Moth,https://live.staticflickr.com/3057/2573436834_10458eea9b.jpg,Megalographa-biloba,Bilobed Looper Moth,https://live.staticflickr.com/3734/14120838567_26725bbdbd_b.jpg,https://live.staticflickr.com/3734/14120838567_26725bbdbd_b.jpg
Lobelia-cardinalis,Cardinalflower,,Enigmogramma-basigera,Pink Washed Looper Moth,https://upload.wikimedia.org/wikipedia/commons/3/3d/-_8886_%E2%80%93_Enigmogramma_basigera_%E2%80%93_Pink-washed_Looper_Moth_%2848043871986%29.jpg,Xestia-dolosa,Greater Black Letter Dart,https://live.staticflickr.com/5482/14333035095_aeb6dba4e0_b.jpg,
Lobelia-siphilitica,Great blue lobelia,,Xestia-cnigrum,Spotted Cut Worm,https://live.staticflickr.com/4140/4876137120_e16732b615_b.jpg,Palthis-angulalis,Dark Spotted Palthis,https://live.staticflickr.com/7546/16169385455_44bcae70e7_b.jpg,
Silene-virginica,Fire pink,,Clepsis-clemensiana,Clemens' Clepsis Moth,https://live.staticflickr.com/7581/16040380519_ac75362a3d.jpg,Hyalophora-cecropia,Cecropia Silkmoth,https://live.staticflickr.com/3153/2632059964_09bd6218ca_b.jpg,https://live.staticflickr.com/3153/2632059964_09bd6218ca_b.jpg
Diervilla-sessilifolia,Southern bush honeysuckle,,Egira-alternans,Alternate Woodling,https://live.staticflickr.com/65535/49701451141_3554847dba_b.jpg,Sympistis-badistriga,Brown Lined Sallow,https://live.staticflickr.com/7441/11112152275_f67d910125_b.jpg,
Hydrangea-quercifolia,Oakleaf hydrangea,,Lochmaeus-manteo,Variable Oakleaf Caterpillar Moth,https://live.staticflickr.com/587/21631514215_19646daab9_b.jpg,Sphinx-gordius,Apple Sphinx,https://live.staticflickr.com/521/19981375299_23b1a6aebb_b.jpg,https://live.staticflickr.com/521/19981375299_23b1a6aebb_b.jpg
Opuntia-humifusa,Devil's-tongue,,Antheraea-polyphemus,Polyphemus Moth,https://live.staticflickr.com/2790/5782213928_ae7a97ea95_b.jpg,Clepsis-melaleucana,Black Patched Clepsis Moth,https://live.staticflickr.com/3057/2573436834_10458eea9b.jpg,https://live.staticflickr.com/3057/2573436834_10458eea9b.jpg
Orontium-aquaticum,Goldenclub,,Elophila-icciusalis,Pondside Pyralid Moth,https://live.staticflickr.com/6175/6145355971_ed1c15d206_b.jpg,Elophila-obliteralis,Waterlily Leafcutter Moth,https://live.staticflickr.com/3891/14346945562_a237059008_b.jpg,
Maianthemum-racemosum,Feathery false lily of the valley,,Clepsis-persicana,White Triangle Tortrix,https://live.staticflickr.com/3146/2572614973_1e220888d9.jpg,Papaipema-cataphracta,Potato Stalk Border,https://live.staticflickr.com/5754/22312576895_8c77aaa52f_b.jpg,
Maianthemum-stellatum,Starry false lily of the valley,,Sphinx-kalmiae,Laurel Sphinx,https://live.staticflickr.com/3162/2703488049_c3562c68cf.jpg,Euclea-delphinii,Spiny Oak Slug Moth,https://live.staticflickr.com/5519/9274500264_e797539090_b.jpg,
Oxalis-violacea,Violet woodsorrel,,Galgula-partita,The Wedgling,https://live.staticflickr.com/3831/13813823445_78db4ac351_b.jpg,Chrysodeixis-includens,Soybean Looper Moth,https://live.staticflickr.com/5445/10044119534_e42465edeb_b.jpg,
Passiflora-incarnata,Purple passionflower,,Ethmia-zelleriella,Zeller's Concealer Moth,https://live.staticflickr.com/8652/15872162998_46e69a4854.jpg,Pyrrharctia-isabella,Isabella Tiger Moth,https://live.staticflickr.com/7367/9363329548_9c4d30a01c_b.jpg,
Passiflora-lutea,Yellow passionflower,,Calycopis-cecrops,Red-Banded Hairstreak,https://live.staticflickr.com/4856/44395302310_ea22d9778b_b.jpg,Hemaris-diffinis,Snowberry Clearwing,https://live.staticflickr.com/1762/42853104744_3b7cf677bb_b.jpg,
Pachysandra-procumbens,Allegheny-spurge,,Eudryas-unio,Pearly Wood Nymph,https://live.staticflickr.com/5538/10379495874_ff5d7a20f0_b.jpg,Episimus-argutana,Sumac Leaftier,https://upload.wikimedia.org/wikipedia/commons/2/21/-_2701_%E2%80%93_Episimus_argutana_%E2%80%93_Sumac_Leaftier_Moth_%2847994439972%29.jpg,
Rhexia-virginica,Handsome harry,,Pyrrharctia-isabella,Isabella Tiger Moth,https://live.staticflickr.com/7367/9363329548_9c4d30a01c_b.jpg,Sphinx-kalmiae,Laurel Sphinx,https://live.staticflickr.com/3162/2703488049_c3562c68cf.jpg,
Jeffersonia-diphylla,Twinleaf,,Anicla-infecta,Green Cutworm Moth,https://live.staticflickr.com/5776/31097593542_1c1ca018a9_b.jpg,Calycopis-cecrops,Red-Banded Hairstreak,https://live.staticflickr.com/4856/44395302310_ea22d9778b_b.jpg,
Tradescantia-ohiensis,Bluejacket,,Sphinx-gordius,Apple Sphinx,https://live.staticflickr.com/521/19981375299_23b1a6aebb_b.jpg,Pyrrhia-cilisca,American Bordered Sallow,https://upload.wikimedia.org/wikipedia/commons/2/26/Pyrrhia_cilisca1.jpg,
Stewartia-malacodendron,Silky camellia,,Hyalophora-cecropia,Cecropia Silkmoth,https://live.staticflickr.com/3153/2632059964_09bd6218ca_b.jpg,Clepsis-clemensiana,Clemens' Clepsis Moth,https://live.staticflickr.com/7581/16040380519_ac75362a3d.jpg,
Sarracenia-leucophylla,White Trumpet,,Choristoneura-parallela,Spotted Fireworm Moth,https://live.staticflickr.com/65535/49825684298_c22c4a21ed_b.jpg,Endothenia-hebesana,Verbena Bud Moth,https://live.staticflickr.com/3901/14557266628_c033a28d0a_b.jpg,
Sarracenia-oreophila,Green pitcherplant,,Hemaris-diffinis,Snowberry Clearwing,https://live.staticflickr.com/1762/42853104744_3b7cf677bb_b.jpg,Ethmia-zelleriella,Zeller's Concealer Moth,https://live.staticflickr.com/8652/15872162998_46e69a4854.jpg,
Spigelia-marilandica,Indian pink,,Megalographa-biloba,Bilobed Looper Moth,https://live.staticflickr.com/3734/14120838567_26725bbdbd_b.jpg,Pyrrharctia-isabella,Isabella Tiger Moth,https://live.staticflickr.com/7367/9363329548_9c4d30a01c_b.jpg,
Calycanthus-floridus,Carolina Allspice,,Ilexia-intractata,Black Dotted Ruddy Moth,https://live.staticflickr.com/640/21662956301_629e00afd6_b.jpg,Thorybes-bathyllus,Southern Cloudywing,https://live.staticflickr.com/1826/43249816192_12fa7f3b2a_b.jpg,
Gillenia-trifoliata,Bowman's root,,Coleophora-mayrella,Metallic Coleophora Moth,https://live.staticflickr.com/6138/5970747369_e22c76423a.jpg,Papaipema-cataphracta,Burdock Border,https://live.staticflickr.com/5754/22312576895_8c77aaa52f_b.jpg,
Trillium-stamineum,Blue ridge wakerobin,,Clepsis-melaleucana,Black Patched Clepsis Moth,https://live.staticflickr.com/3057/2573436834_10458eea9b.jpg,Euplexia-benesimilis,American Angle Shades,https://live.staticflickr.com/3118/2628688341_7f71547eb6.jpg,
Trillium-sulcatum,Furrowed wakerobin,,Pyrrhia-cilisca,American Bordered Sallow,https://upload.wikimedia.org/wikipedia/commons/2/26/Pyrrhia_cilisca1.jpg,Anicla-infecta,Green Cutworm Moth,https://live.staticflickr.com/5776/31097593542_1c1ca018a9_b.jpg,
Zizia-aurea,Golden zizia,,Papilio-polyxenes,Black Swallowtail,https://upload.wikimedia.org/wikipedia/commons/4/46/Black_Swallowtail_Papilio_polyxenes_1700px.jpg,Eupithecia-miserulata,Common Eupithacia,https://live.staticflickr.com/4125/5149380312_eb73904593_b.jpg,
Xanthorhiza-simplicissima,Yellowroot,,Platynota-idaeusalis,Tufted Apple Bud Moth,https://live.staticflickr.com/8805/29015483460_199a855091_b.jpg,Papilio-polyxenes,Black Swallowtail,https://upload.wikimedia.org/wikipedia/commons/4/46/Black_Swallowtail_Papilio_polyxenes_1700px.jpg,
Zenobia-pulverulenta,Honeycup,,Euclea-delphinii,Spiny Oak Slug Moth,https://live.staticflickr.com/5519/9274500264_e797539090_b.jpg,Hemaris-diffinis,Snowberry Clearwing,https://live.staticflickr.com/1762/42853104744_3b7cf677bb_b.jpg,
Meehania-cordata,Meehan's mint,,Lintneria-eremitus,Hermit Sphinx,https://live.staticflickr.com/4304/35864012276_db4560e1a9_b.jpg,Heliothis-virescens,Tobacco Budworm Moth,https://live.staticflickr.com/2922/14513506849_1bc1f615ab_b.jpg,
Muhlenbergia-capillaris,Hairawn muhly,,Anicla-infecta,Green Cutworm Moth,https://live.staticflickr.com/5776/31097593542_1c1ca018a9_b.jpg,Trichordestra-legitima,Striped Garden Caterpillar Moth,https://live.staticflickr.com/3478/3742897907_7450873c25.jpg,
Phacelia-bipinnatifida,Fernleaf phacelia,,Ethmia-zelleriella,Zeller's Concealer Moth,https://live.staticflickr.com/8652/15872162998_46e69a4854.jpg,Megalographa-biloba,Bilobed Looper Moth,https://live.staticflickr.com/3734/14120838567_26725bbdbd_b.jpg,
Phemeranthus-teretifolius,Appalachin Rock-Pink,,Celastrina-neglectamajor,Appalachian Azure,https://live.staticflickr.com/8289/27905559134_3bcf0a6259_b.jpg,Satyrodes-appalachia,Appalachian Brown,https://upload.wikimedia.org/wikipedia/commons/c/c9/Appalachian_Brown_-_Satyrodes_appalachia%2C_Julie_Metz_Wetlands%2C_Woodbridge%2C_Virginia.jpg,
Scutellaria-incana,Hoary skullcap,,Thorybes-pylades,Northern Cloudywing,https://live.staticflickr.com/4388/36935429931_f25c83610d_b.jpg,Thorybes-bathyllus,Southern Cloudywing,https://live.staticflickr.com/1826/43249816192_12fa7f3b2a_b.jpg,
Medeola-virginiana,Indian cucumber,,,,,null,null,null,
Panax-quinquefolius,American ginseng,,,,,null,null,null,
Mertensia-virginica,Virginia bluebells,,,,,null,null,null,
Mitchella-repens,Partridgeberry,,,,,null,null,null,
Neviusia-alabamensis,Alabama snow-wreath,,,,,null,null,null,
Mitella-diphylla,Twoleaf miterwort,,,,,null,null,null,
Erythronium-americanum,Yellow Trout Lilly,,,,,null,null,null,
Eurybia-hemispherica,Southern prairie aster,,,,,null,null,null,
Eurybia-macrophylla,Bigleaf aster,,,,,null,null,null,
Eurybia-schreberi,Schreber's aster,,,,,null,null,null,
Cunila-origanoides,American dittany,,,,,null,null,null,
Uvularia-grandiflora,Largeflower bellwort,,,,,null,null,null,
Sporobolus-heterolepis,Prairie dropseed,,,,,null,null,null,
Sanguinaria-canadensis,Bloodroot,,,,,null,null,null,
Polygonatum-biflorum,Smooth solomon's seal,,,,,null,null,null,
